"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-web-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-web\6.2.7\spring-web-6.2.7.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",58f2791f66abfb506a506340f4482e33,1bd08eba2f2fd69eef49473e42fe124a20e7f844,pkg:maven/org.springframework/spring-web@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.2.7:*:*:*:*:*:*:*",CVE-2026-22741,CWE-524 Use of Cache Containing Sensitive Information,"Spring MVC and WebFlux applications are vulnerable to cache poisoning when resolving static resources.   More precisely, an application can be vulnerable when all the following are true:    *  the application is using Spring MVC or Spring WebFlux   *  the application is configuring the  resource chain support https://docs.spring.io/spring-framework/reference/web/webmvc/mvc-config/static-resources.html#page-title  with caching enabled   *  the application adds support for encoded resources resolution   *  the resource cache must be empty when the attacker has access to the application   When all the conditions above are met, the attacker can send malicious requests and poison the resource cache with resources using the wrong encoding. This can cause a denial of service by breaking the front-end application for clients.",NVD,"","","",LOW,3.1,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:N/I:N/A:L/E:1.6/RC:R/MAV:A,"","","",HIGH,35,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",spring-web-6.2.7.jar,C:\Users\User\.m2\repository\org\springframework\spring-web\6.2.7\spring-web-6.2.7.jar,Spring Web,"Apache License, Version 2.0: https://www.apache.org/licenses/LICENSE-2.0",58f2791f66abfb506a506340f4482e33,1bd08eba2f2fd69eef49473e42fe124a20e7f844,pkg:maven/org.springframework/spring-web@6.2.7,"cpe:2.3:a:pivotal_software:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:springsource:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:vmware:spring_framework:6.2.7:*:*:*:*:*:*:*, cpe:2.3:a:web_project:web:6.2.7:*:*:*:*:*:*:*",CVE-2026-22735,CWE-667 Improper Locking,"Spring MVC and WebFlux applications are vulnerable to stream corruption when using Server-Sent Events (SSE). This issue affects Spring Foundation: from 7.0.0 through 7.0.5, from 6.2.0 through 6.2.16, from 6.1.0 through 6.1.25, from 5.3.0 through 5.3.46.",NVD,"","","",LOW,2.6,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:N/I:L/A:N/E:1.2/RC:R/MAV:A,"","","",HIGH,35,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",thymeleaf-3.1.3.RELEASE.jar,C:\Users\User\.m2\repository\org\thymeleaf\thymeleaf\3.1.3.RELEASE\thymeleaf-3.1.3.RELEASE.jar,"","",6a513160c67d236d380af821e3a1d093,51474f2a90b282ee97dabcd159c7faf24790f373,pkg:maven/org.thymeleaf/thymeleaf@3.1.3.RELEASE,cpe:2.3:a:thymeleaf:thymeleaf:3.1.3:release:*:*:*:*:*:*,CVE-2026-40477,"CWE-917 Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'), CWE-1336 Improper Neutralization of Special Elements Used in a Template Engine","Thymeleaf is a server-side Java template engine for web and standalone environments. Versions 3.1.3.RELEASE and prior contain a security bypass vulnerability in the expression execution mechanisms. Although the library provides mechanisms to prevent expression injection, it fails to properly restrict the scope of accessible objects, allowing specific potentially sensitive objects to be reached from within a template. If an application developer passes unvalidated user input directly to the template engine, an unauthenticated remote attacker can bypass the library's protections to achieve Server-Side Template Injection (SSTI). This issue has ben fixed in version 3.1.4.RELEASE.",NVD,"","","",CRITICAL,9.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H/E:2.2/RC:R/MAV:A,"","","",HIGH,23,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",thymeleaf-3.1.3.RELEASE.jar,C:\Users\User\.m2\repository\org\thymeleaf\thymeleaf\3.1.3.RELEASE\thymeleaf-3.1.3.RELEASE.jar,"","",6a513160c67d236d380af821e3a1d093,51474f2a90b282ee97dabcd159c7faf24790f373,pkg:maven/org.thymeleaf/thymeleaf@3.1.3.RELEASE,cpe:2.3:a:thymeleaf:thymeleaf:3.1.3:release:*:*:*:*:*:*,CVE-2026-40478,"CWE-917 Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'), CWE-1336 Improper Neutralization of Special Elements Used in a Template Engine","Thymeleaf is a server-side Java template engine for web and standalone environments. Versions 3.1.3.RELEASE and prior contain a security bypass vulnerability in the the expression execution mechanisms. Although the library provides mechanisms to prevent expression injection, it fails to properly neutralize specific syntax patterns that allow for the execution of unauthorized expressions. If an application developer passes unvalidated user input directly to the template engine, an unauthenticated remote attacker can bypass the library's protections to achieve Server-Side Template Injection (SSTI). This issue has ben fixed in version 3.1.4.RELEASE.",NVD,"","","",CRITICAL,9.0,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H/E:2.2/RC:R/MAV:A,"","","",HIGH,23,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-41293,CWE-20 Improper Input Validation,"Improper Input Validation vulnerability in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.0.M1 through 9.0.117, from 10.0.0-M1 through 10.0.27. Older, end of support versions may also be affected.  Users are recommended to upgrade to version [FIXED_VERSION], which fixes the issue.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-43512,CWE-592 DEPRECATED: Authentication Bypass Issues,"DEPRECATED: Authentication Bypass Issues vulnerability in digest authentication in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.0.M1 through 9.0.117, from 8.5.0 through 8.5.100, from before 7.0.0. Older unsupported versions any also be affect  Users are recommended to upgrade to version 11.0.22, 10.1.55 or 9.0.118 which fix the issue.",NVD,"","","",CRITICAL,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-55754,"CWE-150 Improper Neutralization of Escape, Meta, or Control Sequences","Improper Neutralization of Escape, Meta, or Control Sequences vulnerability in Apache Tomcat.  Tomcat did not escape ANSI escape sequences in log messages. If Tomcat was running in a console on a Windows operating system, and the console supported ANSI escape sequences, it was possible for an attacker to use a specially crafted URL to inject ANSI escape sequences to manipulate the console and the clipboard and attempt to trick an administrator into running an attacker controlled command. While no attack vector was found, it may have been possible to mount this attack on other operating systems.    This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.10, from 10.1.0-M1 through 10.1.44, from 9.0.40 through 9.0.108.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.60 though 8.5.100. Other, older, EOL versions may also be affected. Users are recommended to upgrade to version 11.0.11 or later, 10.1.45 or later or 9.0.109 or later, which fix the issue.",NVD,"","","",CRITICAL,9.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H/E:2.8/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-66614,"CWE-20 Improper Input Validation, CWE-295 Improper Certificate Validation","Improper Input Validation vulnerability.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.14, from 10.1.0-M1 through 10.1.49, from 9.0.0-M1 through 9.0.112.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Older EOL versions are not affected. Tomcat did not validate that the host name provided via the SNI  extension was the same as the host name provided in the HTTP host header  field. If Tomcat was configured with more than one virtual host and the  TLS configuration for one of those hosts did not require client  certificate authentication but another one did, it was possible for a  client to bypass the client certificate authentication by sending  different host names in the SNI extension and the HTTP host header field.    The vulnerability only applies if client certificate authentication is  only enforced at the Connector. It does not apply if client certificate  authentication is enforced at the web application.   Users are recommended to upgrade to version 11.0.15 or later, 10.1.50 or later or 9.0.113 or later, which fix the issue.",NVD,"","","",CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-29145,CWE-287 Improper Authentication,"CLIENT_CERT authentication does not fail as expected for some scenarios when soft fail is disabled vulnerability in Apache Tomcat, Apache Tomcat Native.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.18, from 10.1.0-M7 through 10.1.52, from 9.0.83 through 9.0.115; Apache Tomcat Native: from 1.1.23 through 1.1.34, from 1.2.0 through 1.2.39, from 1.3.0 through 1.3.6, from 2.0.0 through 2.0.13.  Users are recommended to upgrade to version Tomcat Native 1.3.7 or 2.0.14 and Tomcat 11.0.20, 10.1.53 and 9.0.116, which fix the issue.",NVD,"","","",CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-43515,CWE-285 Improper Authorization,"Improper Authorization vulnerability when multiple method constraints define an HTTP method for the same extension in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.21, from 10.1.0-M1 through 10.1.54, from 9.0.0.M1 through 9.0.117, from 8.5.0 through 8.5.100, from 7.0.0 through 7.0.109.  Users are recommended to upgrade to version 11.0.22, 10.1.55 or 9.0.118 which fix the issue.",NVD,"","","",CRITICAL,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-49124,CWE-426 Untrusted Search Path,"Untrusted Search Path vulnerability in Apache Tomcat installer for Windows. During installation, the Tomcat installer for Windows used icacls.exe without specifying a full path.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0 through 10.1.41, from 9.0.23 through 9.0.105. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100 and 7.0.95 through 7.0.109. Other EOL versions may also be affected.   Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H/E:2.5/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-48988,CWE-770 Allocation of Resources Without Limits or Throttling,"Allocation of Resources Without Limits or Throttling vulnerability in Apache Tomcat.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0-M1 through 10.1.41, from 9.0.0.M1 through 9.0.105. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 though 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-48989,CWE-404 Improper Resource Shutdown or Release,"Improper Resource Shutdown or Release vulnerability in Apache Tomcat made Tomcat vulnerable to the made you reset attack.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.9, from 10.1.0-M1 through 10.1.43 and from 9.0.0.M1 through 9.0.107. Older, EOL versions may also be affected.  Users are recommended to upgrade to one of versions 11.0.10, 10.1.44 or 9.0.108 which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-49125,CWE-288 Authentication Bypass Using an Alternate Path or Channel,"Authentication Bypass Using an Alternate Path or Channel vulnerability in Apache Tomcat.  When using PreResources or PostResources mounted other than at the root of the web application, it was possible to access those resources via an unexpected path. That path was likely not to be protected by the same security constraints as the expected path, allowing those security constraints to be bypassed.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.7, from 10.1.0-M1 through 10.1.41, from 9.0.0.M1 through 9.0.105. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.8, 10.1.42 or 9.0.106, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-52520,CWE-190 Integer Overflow or Wraparound,"For some unlikely configurations of multipart upload, an Integer Overflow vulnerability in Apache Tomcat could lead to a DoS via bypassing of size limits.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.8, from 10.1.0-M1 through 10.1.42, from 9.0.0.M1 through 9.0.106. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Other, older, EOL versions  may also be affected.   Users are recommended to upgrade to version 11.0.9, 10.1.43 or 9.0.107, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-53506,CWE-400 Uncontrolled Resource Consumption,"Uncontrolled Resource Consumption vulnerability in Apache Tomcat if an HTTP/2 client did not acknowledge the initial settings frame that reduces the maximum permitted concurrent streams.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.8, from 10.1.0-M1 through 10.1.42, from 9.0.0.M1 through 9.0.106. The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.0 through 8.5.100. Other EOL versions may also be affected.   Users are recommended to upgrade to version 11.0.9, 10.1.43 or 9.0.107, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2025-55752,CWE-23 Relative Path Traversal,"Relative Path Traversal vulnerability in Apache Tomcat.  The fix for bug 60013 introduced a regression where the       rewritten URL was normalized before it was decoded. This introduced the       possibility that, for rewrite rules that rewrite query parameters to the       URL, an attacker could manipulate the request URI to bypass security       constraints including the protection for /WEB-INF/ and /META-INF/. If PUT requests were also enabled then malicious files could be uploaded leading to remote code execution. PUT requests are normally limited to trusted users and it is considered unlikely that PUT requests would be enabled in conjunction with a rewrite that manipulated the URI.    This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.10, from 10.1.0-M1 through 10.1.44, from 9.0.0.M11 through 9.0.108.  The following versions were EOL at the time the CVE was created but are  known to be affected: 8.5.6 though 8.5.100. Other, older, EOL versions may also be affected. Users are recommended to upgrade to version 11.0.11 or later, 10.1.45 or later or 9.0.109 or later, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H/E:1.6/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-24734,"CWE-20 Improper Input Validation, NVD-CWE-noinfo","Improper Input Validation vulnerability in Apache Tomcat Native, Apache Tomcat.  When using an OCSP responder, Tomcat Native (and Tomcat's FFM port of the Tomcat Native code) did not complete verification or freshness checks on the OCSP response which could allow certificate revocation to be bypassed.  This issue affects Apache Tomcat Native:  from 1.3.0 through 1.3.4, from 2.0.0 through 2.0.11; Apache Tomcat: from 11.0.0-M1 through 11.0.17, from 10.1.0-M7 through 10.1.51, from 9.0.83 through 9.0.114.   The following versions were EOL at the time the CVE was created but are  known to be affected: from 1.1.23 through 1.1.34, from 1.2.0 through 1.2.39. Older EOL versions are not affected.  Apache Tomcat Native users are recommended to upgrade to versions 1.3.5 or later or 2.0.12 or later, which fix the issue.  Apache Tomcat users are recommended to upgrade to versions 11.0.18 or later, 10.1.52 or later or 9.0.115 or later which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
Game Application,"Wed, 27 May 2026 19:46:11 +0530",tomcat-embed-core-10.1.40.jar,C:\Users\User\.m2\repository\org\apache\tomcat\embed\tomcat-embed-core\10.1.40\tomcat-embed-core-10.1.40.jar,Core Tomcat implementation,"Apache License, Version 2.0: http://www.apache.org/licenses/LICENSE-2.0.txt",469a77d350935dc68e88be91bc337ee1,fc1c09b726336dc6f7dde0408cebb1a56a3a28d3,pkg:maven/org.apache.tomcat.embed/tomcat-embed-core@10.1.40,"cpe:2.3:a:apache:tomcat:10.1.40:*:*:*:*:*:*:*, cpe:2.3:a:apache_tomcat:apache_tomcat:10.1.40:*:*:*:*:*:*:*",CVE-2026-24880,CWE-444 Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),"Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling') vulnerability in Apache Tomcat via invalid chunk extension.  This issue affects Apache Tomcat: from 11.0.0-M1 through 11.0.18, from 10.1.0-M1 through 10.1.52, from 9.0.0.M1 through 9.0.115, from 8.5.0 through 8.5.100, from 7.0.0 through 7.0.109. Other, unsupported versions may also be affected.  Users are recommended to upgrade to version 11.0.20, 10.1.52 or 9.0.116, which fix the issue.",NVD,"","","",HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N/E:3.9/RC:R/MAV:A,"","","",HIGH,63,"","","","","","","",""
